,NC_004337.2,NC_004347.2,NC_007606.1,NC_008618.1,NC_009614.1,NC_010376.1,NC_011740.1,NC_012781.1,NC_013204.1,NC_013716.1,NC_013717.1,NC_014363.1,NC_015738.1,NC_015875.1,NC_019673.1,NC_020063.1,NZ_ACDZ02000005.1,NZ_ACDZ02000006.1,NZ_ACDZ02000014.1,NZ_AEJW01000023.1,NZ_AEJW01000058.1,NZ_AEJW01000095.1,NZ_AEJW01000118.1,NZ_AEJW01000189.1,NZ_AEJW01000221.1,NZ_AEJW01000314.1,NZ_AEJX01000006.1,NZ_AEJX01000009.1,NZ_AEJX01000013.1,NZ_AEJX01000014.1,NZ_AEJX01000018.1,NZ_AEJX01000019.1,NZ_AEJX01000024.1,NZ_AEJX01000049.1,NZ_AEJX01000058.1,NZ_AEJX01000067.1,NZ_AEJX01000073.1,NZ_AEJX01000100.1,NZ_AEJX01000116.1,NZ_AEJX01000117.1,NZ_AEJX01000120.1,NZ_AEJX01000130.1,NZ_AEJX01000143.1,NZ_AEJX01000172.1,NZ_AEJX01000178.1,NZ_AEJX01000186.1,NZ_AEJX01000188.1,NZ_AEJX01000189.1,NZ_AEJX01000200.1,NZ_AEJX01000217.1,NZ_AEJX01000224.1,NZ_AEJX01000226.1,NZ_AEJX01000231.1,NZ_AEJX01000276.1,NZ_AEJX01000294.1,NZ_AEJX01000318.1,NZ_AEJX01000340.1,NZ_AEJX01000382.1,NZ_AEJX01000446.1,NZ_AEJX01000480.1,NZ_AEJZ01000003.1,NZ_AEJZ01000021.1,NZ_AEJZ01000046.1,NZ_AEJZ01000098.1,NZ_AEJZ01000132.1,NZ_AEJZ01000155.1,NZ_AEJZ01000156.1,NZ_AEJZ01000165.1,NZ_AEJZ01000175.1,NZ_AEJZ01000213.1,NZ_AEJZ01000248.1,NZ_AEJZ01000252.1,NZ_AEJZ01000263.1,NZ_AEJZ01000388.1,NZ_AEJZ01000483.1,NZ_AEKA01000013.1,NZ_AEKA01000019.1,NZ_AEKA01000035.1,NZ_AEKA01000040.1,NZ_AEKA01000049.1,NZ_AEKA01000064.1,NZ_AEKA01000080.1,NZ_AEKA01000089.1,NZ_AEKA01000091.1,NZ_AEKA01000093.1,NZ_AEKA01000095.1,NZ_AEKA01000099.1,NZ_AEKA01000109.1,NZ_AEKA01000120.1,NZ_AEKA01000123.1,NZ_AEKA01000128.1,NZ_AEKA01000132.1,NZ_AEKA01000141.1,NZ_AEKA01000149.1,NZ_AEKA01000151.1,NZ_AEKA01000159.1,NZ_AEKA01000164.1,NZ_AEKA01000180.1,NZ_AEKA01000181.1,NZ_AEKA01000183.1,NZ_AEKA01000187.1,NZ_AEKA01000193.1,NZ_AEKA01000198.1,NZ_AEKA01000199.1,NZ_AEKA01000212.1,NZ_AEKA01000215.1,NZ_AEKA01000216.1,NZ_AEKA01000223.1,NZ_AEKA01000280.1,NZ_AEKA01000329.1,NZ_AEKA01000392.1,NZ_AEME01000001.1,NZ_AEXR01000031.1,NZ_AKCI01000001.1,NZ_ALNJ01000122.1,NZ_AMJQ01000014.1,NZ_AMJQ01000035.1,NZ_AMJQ01000036.1,NZ_AMJQ01000064.1,NZ_AMJQ01000080.1,NZ_AMJQ01000109.1,NZ_AMJQ01000113.1,NZ_AMJQ01000119.1,NZ_AMJQ01000136.1,NZ_AMJQ01000140.1,NZ_AMJQ01000162.1,NZ_AMJQ01000197.1,NZ_AMJQ01000212.1,NZ_AMJQ01000260.1,NZ_AMJQ01000281.1,NZ_AMJQ01000292.1,NZ_AMJQ01000318.1,NZ_AMJQ01000359.1,NZ_AMJQ01000428.1,NZ_AMJQ01000432.1,NZ_AMJQ01000448.1,NZ_AMJQ01000513.1,NZ_AMJQ01000542.1,NZ_AMJQ01000543.1,NZ_AMJQ01000548.1,NZ_AMJQ01000554.1,NZ_AP012322.1,NZ_AP012324.1,NZ_AP012325.1,NZ_AP012326.1,NZ_AP012327.1,NZ_AP012330.1,NZ_AP012331.1,NZ_AP012334.1,NZ_AP012541.1,NZ_AP017652.1,NZ_AQXR01000009.1,NZ_AQXR01000010.1,NZ_ASZC01000018.1,NZ_AUFI01000012.1,NZ_AUJM01000020.1,NZ_AUKG01000002.1,NZ_AVPG01000064.1,NZ_AZDJ01000026.1,NZ_AZMV01000001.1,NZ_AZMV01000002.1,NZ_AZMV01000007.1,NZ_AZMV01000008.1,NZ_AZRH01000053.1,NZ_AZYA01000013.1,NZ_AZYA01000015.1,NZ_AZYA01000017.1,NZ_AZYA01000029.1,NZ_AZYA01000034.1,NZ_AZYA01000037.1,NZ_AZYA01000039.1,NZ_AZYW01000047.1,NZ_BAKL01000171.1,NZ_BAKL01000202.1,NZ_BBNB01000012.1,NZ_BBRH01000006.1,NZ_BCFK01000001.1,NZ_BCFK01000003.1,NZ_BCFK01000017.1,NZ_BCFK01000030.1,NZ_BCFK01000031.1,NZ_BCFK01000038.1,NZ_BCFK01000059.1,NZ_BCFK01000070.1,NZ_BCFK01000071.1,NZ_BCYP01000035.1,NZ_BDIS01000001.1,NZ_BDIS01000015.1,NZ_BDIS01000025.1,NZ_BDIS01000027.1,NZ_CAVJ010000250.1,NZ_CCAE010000003.1,NZ_CCES01000006.1,NZ_CM001230.1,NZ_CM001773.1,NZ_CP007044.2,NZ_CP007790.1,NZ_CP009302.1,NZ_CP009451.1,NZ_CP009913.1,NZ_CP011531.1,NZ_CP011863.1,NZ_CP012937.1,NZ_CP012999.1,NZ_CP014264.1,NZ_CP014326.1,NZ_CP014768.1,NZ_CP015810.1,NZ_CP016019.1,NZ_CP017475.1,NZ_CP017581.1,NZ_CP018757.1,NZ_CP020431.1,NZ_CP021329.1,NZ_CP022049.1,NZ_CP022824.1,NZ_CP023504.1,NZ_CP024282.1,NZ_CP024284.1,NZ_CP024286.1,NZ_CP024885.1,NZ_CP025256.1,NZ_CYGX02000184.1,NZ_CYUC01000001.1,NZ_CYUC01000002.1,NZ_CYUC01000007.1,NZ_CYUC01000078.1,NZ_DS499677.1,NZ_FBWL01000032.1,NZ_FBWL01000048.1,NZ_FBWL01000058.1,NZ_FBWL01000064.1,NZ_FBWL01000073.1,NZ_FBWL01000083.1,NZ_FBWL01000087.1,NZ_FBWL01000094.1,NZ_FBWL01000099.1,NZ_FBWL01000145.1,NZ_FBWN01000024.1,NZ_FBWN01000025.1,NZ_FBWN01000031.1,NZ_FBWN01000035.1,NZ_FBWN01000037.1,NZ_FBWN01000038.1,NZ_FBWN01000046.1,NZ_FBWN01000049.1,NZ_FBWN01000071.1,NZ_FBWN01000078.1,NZ_FBWN01000088.1,NZ_FBWN01000091.1,NZ_FBWN01000102.1,NZ_FBWN01000104.1,NZ_FBWN01000106.1,NZ_FBWN01000111.1,NZ_FBWN01000124.1,NZ_FBWN01000134.1,NZ_FBWN01000135.1,NZ_FBWN01000144.1,NZ_FBWN01000154.1,NZ_FBWN01000155.1,NZ_FBWN01000188.1,NZ_FBWN01000193.1,NZ_FBWN01000233.1,NZ_FBWN01000235.1,NZ_FBWN01000253.1,NZ_FBWN01000270.1,NZ_FBWN01000283.1,NZ_FBWN01000293.1,NZ_FBWN01000304.1,NZ_FBWO01000042.1,NZ_FBWO01000052.1,NZ_FBWO01000104.1,NZ_FBWO01000227.1,NZ_FBWO01000289.1,NZ_FBWO01000300.1,NZ_FBWO01000319.1,NZ_FBWO01000331.1,NZ_FCNS01000014.1,NZ_FCOT01000011.1,NZ_FMIX01000003.1,NZ_FONB01000007.1,NZ_FONZ01000001.1,NZ_FQLR01000004.1,NZ_FUGH01000005.1,NZ_FUGH01000008.1,NZ_FUGH01000009.1,NZ_FUGH01000023.1,NZ_FUGH01000026.1,NZ_FUGH01000031.1,NZ_FUGH01000039.1,NZ_FUGH01000042.1,NZ_FUGH01000094.1,NZ_FUGH01000161.1,NZ_FUGH01000162.1,NZ_FUKO01000002.1,NZ_FVZI01000007.1,NZ_GG698602.1,NZ_GG705235.1,NZ_GG705237.1,NZ_GG705240.1,NZ_GL622607.1,NZ_GL622625.1,NZ_GL622626.1,NZ_GL622627.1,NZ_GL622628.1,NZ_GL622629.1,NZ_GL622630.1,NZ_GL622631.1,NZ_GL622632.1,NZ_GL622633.1,NZ_GL622634.1,NZ_GL622635.1,NZ_GL622636.1,NZ_GL622637.1,NZ_GL622638.1,NZ_GL622639.1,NZ_GL622640.1,NZ_GL622641.1,NZ_GL622642.1,NZ_GL622643.1,NZ_GL622644.1,NZ_GL622645.1,NZ_GL622646.1,NZ_GL622647.1,NZ_GL622648.1,NZ_GL622649.1,NZ_GL622650.1,NZ_GL622651.1,NZ_GL622652.1,NZ_GL622653.1,NZ_GL622655.1,NZ_GL622656.1,NZ_GL622657.1,NZ_GL622658.1,NZ_GL622662.1,NZ_GL622663.1,NZ_GL622668.1,NZ_GL622676.1,NZ_GL635653.1,NZ_GL635658.1,NZ_GL635673.1,NZ_HG422565.1,NZ_JALT01000038.1,NZ_JAQB01000038.1,NZ_JGYN01000003.1,NZ_JGYN01000005.1,NZ_JGYN01000009.1,NZ_JGYN01000011.1,NZ_JGYN01000013.1,NZ_JGYN01000018.1,NZ_JGYN01000023.1,NZ_JGYN01000030.1,NZ_JGYN01000031.1,NZ_JGYN01000034.1,NZ_JGYN01000038.1,NZ_JGYS01000001.1,NZ_JGYS01000005.1,NZ_JGYS01000007.1,NZ_JGYS01000009.1,NZ_JGYS01000013.1,NZ_JGYS01000016.1,NZ_JGYV01000001.1,NZ_JGYV01000005.1,NZ_JGYX01000002.1,NZ_JGYX01000004.1,NZ_JGYX01000006.1,NZ_JGYX01000007.1,NZ_JGZC01000001.1,NZ_JGZC01000002.1,NZ_JGZC01000003.1,NZ_JGZC01000004.1,NZ_JGZC01000005.1,NZ_JGZC01000006.1,NZ_JGZC01000007.1,NZ_JGZC01000008.1,NZ_JGZC01000010.1,NZ_JGZD01000001.1,NZ_JGZD01000006.1,NZ_JGZD01000009.1,NZ_JGZD01000012.1,NZ_JGZJ01000007.1,NZ_JGZJ01000010.1,NZ_JGZK01000001.1,NZ_JGZK01000004.1,NZ_JGZK01000005.1,NZ_JGZK01000006.1,NZ_JGZK01000017.1,NZ_JGZK01000019.1,NZ_JGZK01000022.1,NZ_JGZM01000004.1,NZ_JGZM01000006.1,NZ_JGZM01000012.1,NZ_JGZN01000004.1,NZ_JGZN01000007.1,NZ_JGZN01000013.1,NZ_JGZN01000015.1,NZ_JGZN01000016.1,NZ_JGZN01000018.1,NZ_JGZP01000002.1,NZ_JGZP01000003.1,NZ_JGZP01000004.1,NZ_JGZP01000005.1,NZ_JGZP01000012.1,NZ_JGZP01000014.1,NZ_JGZP01000016.1,NZ_JGZR01000003.1,NZ_JGZR01000005.1,NZ_JGZR01000006.1,NZ_JGZR01000012.1,NZ_JGZR01000013.1,NZ_JGZR01000019.1,NZ_JGZU01000005.1,NZ_JGZV01000004.1,NZ_JGZV01000005.1,NZ_JH114352.1,NZ_JH114362.1,NZ_JH114364.1,NZ_JH114368.1,NZ_JH114374.1,NZ_JH114380.1,NZ_JH114382.1,NZ_JH660539.1,NZ_JH660540.1,NZ_JH660541.1,NZ_JH660545.1,NZ_JH660546.1,NZ_JH815253.1,NZ_JH815270.1,NZ_JH815271.1,NZ_JH815273.1,NZ_JH815282.1,NZ_JHWO01000002.1,NZ_JHWO01000013.1,NZ_JHWQ01000001.1,NZ_JHWQ01000002.1,NZ_JHWQ01000003.1,NZ_JHWQ01000004.1,NZ_JHWQ01000005.1,NZ_JHWQ01000006.1,NZ_JHWQ01000007.1,NZ_JHWQ01000008.1,NZ_JHWQ01000009.1,NZ_JHWQ01000010.1,NZ_JHWQ01000011.1,NZ_JHWQ01000012.1,NZ_JHWQ01000013.1,NZ_JHWQ01000015.1,NZ_JHWQ01000017.1,NZ_JHWQ01000018.1,NZ_JHWQ01000019.1,NZ_JHWQ01000020.1,NZ_JHWQ01000021.1,NZ_JHWQ01000022.1,NZ_JHWQ01000026.1,NZ_JHWQ01000027.1,NZ_JHWQ01000028.1,NZ_JHWQ01000029.1,NZ_JHWQ01000031.1,NZ_JHWQ01000032.1,NZ_JHWQ01000034.1,NZ_JNWN01000088.1,NZ_JNWN01000099.1,NZ_JNWO01000011.1,NZ_JNWO01000070.1,NZ_JNWQ01000060.1,NZ_JNWQ01000110.1,NZ_JNWQ01000144.1,NZ_JNWU01000086.1,NZ_JNXB01000016.1,NZ_JNXB01000021.1,NZ_JNXC01000035.1,NZ_JNXC01000179.1,NZ_JNXC01000202.1,NZ_JNXE01000033.1,NZ_JNXE01000183.1,NZ_JNXF01000018.1,NZ_JNXF01000077.1,NZ_JNXF01000105.1,NZ_JNXF01000192.1,NZ_JNXF01000324.1,NZ_JNZW01000020.1,NZ_JNZW01000089.1,NZ_JNZW01000107.1,NZ_JNZW01000124.1,NZ_JOAW01000210.1,NZ_JOAW01000265.1,NZ_JOAW01000313.1,NZ_JOAW01000807.1,NZ_JOAW01000830.1,NZ_JOAW01001157.1,NZ_JOAW01001174.1,NZ_JOAW01001236.1,NZ_JOAW01001457.1,NZ_JOBE01000030.1,NZ_JOBE01000083.1,NZ_JOBE01000140.1,NZ_JOBX01000179.1,NZ_JOCC01000040.1,NZ_JOEQ01000163.1,NZ_JOFU01000036.1,NZ_JOFY01001015.1,NZ_JOFY01001209.1,NZ_JOFZ01000082.1,NZ_JOGE01000187.1,NZ_JOHO01000001.1,NZ_JOHO01000029.1,NZ_JOHO01000090.1,NZ_JOHP01000099.1,NZ_JOHU01000062.1,NZ_JOHV01000074.1,NZ_JOHV01000177.1,NZ_JOHY01000002.1,NZ_JOHY01000028.1,NZ_JOHY01000127.1,NZ_JOHZ01000032.1,NZ_JOIC01000025.1,NZ_JOIC01000067.1,NZ_JOIF01000027.1,NZ_JOIG01000005.1,NZ_JOIH01000031.1,NZ_JOII01000009.1,NZ_JOII01000011.1,NZ_JOII01000070.1,NZ_JOIO01000011.1,NZ_JOIO01000114.1,NZ_JOIU01000139.1,NZ_JOIY01000035.1,NZ_JOIY01000046.1,NZ_JOIY01000062.1,NZ_JOIY01000067.1,NZ_JOJK01000001.1,NZ_JQCU01000465.1,NZ_JQCU01000664.1,NZ_JRML01000019.1,NZ_JRMN01000011.1,NZ_JRMN01000109.1,NZ_JVGR01000016.1,NZ_JVGR01000029.1,NZ_JZYX01000016.1,NZ_JZZB01000003.1,NZ_KB732249.1,NZ_KB905472.1,NZ_KB976063.1,NZ_KE136310.1,NZ_KE136312.1,NZ_KE136626.1,NZ_KE136722.1,NZ_KE136723.1,NZ_KE136726.1,NZ_KE137291.1,NZ_KE137292.1,NZ_KE137295.1,NZ_KE137311.1,NZ_KE137316.1,NZ_KE138680.1,NZ_KE150450.1,NZ_KE150464.1,NZ_KE150480.1,NZ_KE150481.1,NZ_KE150482.1,NZ_KE159493.1,NZ_KE159511.1,NZ_KN714332.1,NZ_KN714334.1,NZ_KN714369.1,NZ_KQ087599.1,NZ_KQ089813.1,NZ_KQ089818.1,NZ_KQ235739.1,NZ_KQ235740.1,NZ_KQ235741.1,NZ_KQ235744.1,NZ_KQ235745.1,NZ_KQ235746.1,NZ_KQ235749.1,NZ_KQ236116.1,NZ_KV794536.1,NZ_KV797747.1,NZ_KV798294.1,NZ_KV799530.1,NZ_KV800052.1,NZ_KV802691.1,NZ_KV807780.1,NZ_KV807995.1,NZ_KV810111.1,NZ_KV810155.1,NZ_KV811485.1,NZ_KV815325.1,NZ_KV816348.1,NZ_KV816425.1,NZ_KV828772.1,NZ_KV832013.1,NZ_KZ478070.1,NZ_LATB01000060.1,NZ_LATB01000086.1,NZ_LATB01000180.1,NZ_LATB01000274.1,NZ_LATC01000097.1,NZ_LATC01000100.1,NZ_LAVK01000285.1,NZ_LAVL01000028.1,NZ_LFHY01000002.1,NZ_LFHY01000003.1,NZ_LFHY01000004.1,NZ_LFHY01000005.1,NZ_LFHY01000007.1,NZ_LFHY01000008.1,NZ_LFHY01000010.1,NZ_LFHY01000011.1,NZ_LFHY01000012.1,NZ_LFHY01000015.1,NZ_LFHY01000016.1,NZ_LFHY01000018.1,NZ_LFHY01000020.1,NZ_LFHY01000025.1,NZ_LFHY01000026.1,NZ_LGIU01000100.1,NZ_LHUP01000184.1,NZ_LHUP01000246.1,NZ_LIFV01000008.1,NZ_LLXO01000037.1,NZ_LN907827.1,NZ_LN929787.1,NZ_LNIO01000026.1,NZ_LRHV01000071.1,NZ_LSHL01000198.1,NZ_LSHP01000005.1,NZ_LSIA01000067.1,NZ_LSIA01000150.1,NZ_LSJH01000869.1,NZ_LSJH01000874.1,NZ_LSJH01001011.1,NZ_LSJL01000145.1,NZ_LSJN01000083.1,NZ_LSKE01000126.1,NZ_LT635808.1,NZ_LT669939.1,NZ_LT700212.1,NZ_LT732540.1,NZ_LT828541.1,NZ_LT900217.1,NZ_LT905143.1,NZ_LT906474.1,NZ_LUTN01000004.1,NZ_LXES01000012.1,NZ_LXKM01000007.1,NZ_LXZX01000005.1,NZ_LYRP01000001.1,NZ_LZMN01000017.1,NZ_LZMN01000074.1,NZ_LZSQ01000037.1,NZ_LZST01000034.1,NZ_LZST01000067.1,NZ_LZST01000074.1,NZ_LZST01000127.1,NZ_LZST01000173.1,NZ_LZST01000178.1,NZ_LZST01000180.1,NZ_LZST01000185.1,NZ_LZSZ01000039.1,NZ_LZSZ01000135.1,NZ_LZTB01000095.1,NZ_LZTB01000104.1,NZ_LZTB01000117.1,NZ_LZTB01000123.1,NZ_LZTC01000013.1,NZ_LZTC01000046.1,NZ_LZTC01000063.1,NZ_LZTD01000027.1,NZ_LZTD01000065.1,NZ_LZTD01000089.1,NZ_LZTD01000102.1,NZ_LZTE01000022.1,NZ_MCBW01000003.1,NZ_MIEG01000002.1,NZ_MJIQ01000008.1,NZ_MJIQ01000016.1,NZ_MJIQ01000033.1,NZ_MJIQ01000040.1,NZ_MJIQ01000049.1,NZ_MJIQ01000101.1,NZ_MJIR01000042.1,NZ_MQVI01000025.1,NZ_MRAQ01000030.1,NZ_MSJS02000005.1,NZ_MSJS02000007.1,NZ_MSJS02000008.1,NZ_MSJS02000018.1,NZ_MSJS02000019.1,NZ_MSJS02000022.1,NZ_MSJS02000032.1,NZ_MSJS02000046.1,NZ_MSJS02000055.1,NZ_MSJS02000057.1,NZ_MSJS02000060.1,NZ_MSJS02000070.1,NZ_MSJS02000075.1,NZ_MSJS02000079.1,NZ_MSJS02000083.1,NZ_MSJS02000113.1,NZ_MSJS02000156.1,NZ_MSJS02000182.1,NZ_MUHR01000009.1,NZ_MVAG01000015.1,NZ_MVAG01000046.1,NZ_MVAG01000077.1,NZ_MVAG01000086.1,NZ_MVAG01000095.1,NZ_MVAG01000097.1,NZ_MVAG01000194.1,NZ_MVAG01000238.1,NZ_MVAG01000251.1,NZ_MVFZ01000003.1,NZ_MVOG01000037.1,NZ_MWTQ01000049.1,NZ_MWWQ01000006.1,NZ_MWWR01000004.1,NZ_MWWR01000006.1,NZ_MWWU01000002.1,NZ_MWWV01000001.1,NZ_MWWV01000006.1,NZ_MWWV01000008.1,NZ_MWWV01000009.1,NZ_MWWW01000002.1,NZ_MWWW01000004.1,NZ_MWWW01000008.1,NZ_MWWW01000013.1,NZ_MWWW01000016.1,NZ_MWWY01000011.1,NZ_MWWY01000024.1,NZ_MWWY01000031.1,NZ_MWWZ01000003.1,NZ_MWWZ01000014.1,NZ_MWWZ01000016.1,NZ_MWZC01000106.1,NZ_MWZC01000116.1,NZ_MWZC01000147.1,NZ_MWZC01000203.1,NZ_MWZC01000246.1,NZ_MWZC01000285.1,NZ_MWZC01000327.1,NZ_MWZC01000396.1,NZ_MWZC01000425.1,NZ_MWZC01000540.1,NZ_MWZC01000598.1,NZ_MWZC01000652.1,NZ_MWZC01000654.1,NZ_MWZC01000681.1,NZ_MWZC01000731.1,NZ_MWZC01000858.1,NZ_MWZC01001039.1,NZ_MWZC01001057.1,NZ_MWZC01001083.1,NZ_MWZC01001095.1,NZ_MWZC01001103.1,NZ_NEWD01000002.1,NZ_NEWD01000005.1,NZ_NEWD01000006.1,NZ_NEWD01000007.1,NZ_NEWD01000016.1,NZ_NEWD01000031.1,NZ_NEWD01000041.1,NZ_NFVM01000024.1,NZ_NFVM01000063.1,NZ_NGLJ01000002.1,NZ_NGLZ01000001.1,NZ_NGMM01000001.1,NZ_NGVM01000018.1,NZ_NJNP01000001.1,NZ_NJNP01000002.1,NZ_NJNP01000003.1,NZ_NJNP01000005.1,NZ_NJNP01000006.1,NZ_NJNQ01000001.1,NZ_NJNQ01000002.1,NZ_NJNQ01000003.1,NZ_NJNQ01000005.1,NZ_NJNQ01000008.1,NZ_NJNQ01000009.1,NZ_NJNQ01000011.1,NZ_NKXR01000018.1,NZ_NMWT01000001.1,NZ_NMWT01000004.1,NZ_NMWT01000010.1,NZ_NMWT01000016.1,NZ_NMWT01000017.1,NZ_NMWT01000028.1,NZ_NMWT01000038.1,NZ_NMWT01000039.1,NZ_NMWU01000017.1,NZ_NMWU01000019.1,NZ_NMWU01000025.1,NZ_NMWU01000041.1,NZ_NMWU01000048.1,NZ_NMWV01000001.1,NZ_NMWV01000005.1,NZ_NMWV01000009.1,NZ_NMWV01000011.1,NZ_NMWV01000016.1,NZ_NMWV01000023.1,NZ_NMWV01000025.1,NZ_NMWV01000038.1,NZ_NOKQ01000102.1,NZ_NOKQ01000122.1,NZ_NSCC01000102.1,NZ_NVPT01000195.1,NZ_OAOF01000042.1,NZ_OBEC01000001.1,NZ_OBMS01000009.1,NZ_OCMX01000001.1,NZ_PEBI01000001.1,NZ_PEBI01000003.1,NZ_PEBI01000005.1,NZ_PEBJ01000001.1,NZ_PEBJ01000003.1,NZ_PEBJ01000004.1,NZ_PEBJ01000005.1,NZ_PEBJ01000007.1,NZ_PEBK01000002.1,NZ_PEBK01000005.1,NZ_PEBK01000006.1,NZ_PEBK01000007.1,NZ_PEBK01000008.1,NZ_PEBK01000010.1,NZ_PESK01000006.1,NZ_PGLQ01000001.1,NZ_PGLQ01000002.1,NZ_PGLQ01000003.1,NZ_PGLQ01000005.1,NZ_PGLQ01000007.1,NZ_PGLQ01000008.1,NZ_PGLQ01000013.1
NC_004337.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_004347.2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_007606.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,4.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
